fecha,turno,loteria,posicion,numero,sorteo_nro
2025-10-23,Nocturna,Provincia,8,1361,12593
2025-10-23,Nocturna,Provincia,9,5024,12593
2025-10-23,Nocturna,Provincia,10,6122,12593
2025-10-23,Nocturna,Provincia,11,3914,12593
2025-10-23,Nocturna,Provincia,12,8281,12593
2025-10-23,Nocturna,Provincia,13,9881,12593
2025-10-23,Nocturna,Provincia,14,9447,12593
2025-10-23,Nocturna,Provincia,15,6074,12593
2025-10-23,Nocturna,Provincia,16,7656,12593
2025-10-23,Nocturna,Provincia,17,2502,12593
2025-10-23,Nocturna,Provincia,18,0217,12593
2025-10-23,Nocturna,Provincia,19,3148,12593
2025-10-23,Nocturna,Provincia,20,4972,12593
2025-10-24,Nocturna,Provincia,1,0546,12594
2025-10-24,Nocturna,Provincia,2,2149,12594
2025-10-24,Nocturna,Provincia,3,1456,12594
2025-10-24,Nocturna,Provincia,4,9449,12594
2025-10-24,Nocturna,Provincia,5,9789,12594
2025-10-24,Nocturna,Provincia,6,3166,12594
2025-10-24,Nocturna,Provincia,7,0929,12594
2025-10-24,Nocturna,Provincia,8,1338,12594
2025-10-24,Nocturna,Provincia,9,2710,12594
2025-10-24,Nocturna,Provincia,10,0874,12594
2025-10-24,Nocturna,Provincia,11,9780,12594
2025-10-24,Nocturna,Provincia,12,9740,12594
2025-10-24,Nocturna,Provincia,13,3217,12594
2025-10-24,Nocturna,Provincia,14,3178,12594
2025-10-24,Nocturna,Provincia,15,4209,12594
2025-10-24,Nocturna,Provincia,16,6751,12594
2025-10-24,Nocturna,Provincia,17,1059,12594
2025-10-24,Nocturna,Provincia,18,6413,12594
2025-10-24,Nocturna,Provincia,19,1849,12594
2025-10-24,Nocturna,Provincia,20,3609,12594
2025-10-25,Nocturna,Provincia,1,1754,12595
2025-10-25,Nocturna,Provincia,2,4225,12595
2025-10-25,Nocturna,Provincia,3,6964,12595
2025-10-25,Nocturna,Provincia,4,2616,12595
2025-10-25,Nocturna,Provincia,5,6563,12595
2025-10-25,Nocturna,Provincia,6,4108,12595
2025-10-25,Nocturna,Provincia,7,4501,12595
2025-10-25,Nocturna,Provincia,8,0597,12595
2025-10-25,Nocturna,Provincia,9,6013,12595
2025-10-25,Nocturna,Provincia,10,8248,12595
2025-10-25,Nocturna,Provincia,11,3559,12595
2025-10-25,Nocturna,Provincia,12,7292,12595
2025-10-25,Nocturna,Provincia,13,6054,12595
2025-10-25,Nocturna,Provincia,14,6085,12595
2025-10-25,Nocturna,Provincia,15,7176,12595
2025-10-25,Nocturna,Provincia,16,5997,12595
2025-10-25,Nocturna,Provincia,17,7029,12595
2025-10-25,Nocturna,Provincia,18,7426,12595
2025-10-25,Nocturna,Provincia,19,5561,12595
2025-10-25,Nocturna,Provincia,20,2265,12595
2025-10-27,Nocturna,Provincia,1,9705,12596
2025-10-27,Nocturna,Provincia,2,4641,12596
2025-10-27,Nocturna,Provincia,3,4709,12596
2025-10-27,Nocturna,Provincia,4,1141,12596
2025-10-27,Nocturna,Provincia,5,1032,12596
2025-10-27,Nocturna,Provincia,6,8107,12596
2025-10-27,Nocturna,Provincia,7,9448,12596
2025-10-27,Nocturna,Provincia,8,6793,12596
2025-10-27,Nocturna,Provincia,9,0963,12596
2025-10-27,Nocturna,Provincia,10,8218,12596
2025-10-27,Nocturna,Provincia,11,1362,12596
2025-10-27,Nocturna,Provincia,12,6059,12596
2025-10-27,Nocturna,Provincia,13,4888,12596
2025-10-27,Nocturna,Provincia,14,2007,12596
2025-10-27,Nocturna,Provincia,15,7352,12596
2025-10-27,Nocturna,Provincia,16,6763,12596
2025-10-27,Nocturna,Provincia,17,1803,12596
2025-10-27,Nocturna,Provincia,18,8499,12596
2025-10-27,Nocturna,Provincia,19,6701,12596
2025-10-27,Nocturna,Provincia,20,9343,12596
2025-10-28,Nocturna,Provincia,1,6449,12597
2025-10-28,Nocturna,Provincia,2,8304,12597
2025-10-28,Nocturna,Provincia,3,0477,12597
2025-10-28,Nocturna,Provincia,4,1837,12597
2025-10-28,Nocturna,Provincia,5,9434,12597
2025-10-28,Nocturna,Provincia,6,6050,12597
2025-10-28,Nocturna,Provincia,7,0587,12597
2025-10-28,Nocturna,Provincia,8,6303,12597
2025-10-28,Nocturna,Provincia,9,5936,12597
2025-10-28,Nocturna,Provincia,10,4426,12597
2025-10-28,Nocturna,Provincia,11,0523,12597
2025-10-28,Nocturna,Provincia,12,0251,12597
2025-10-28,Nocturna,Provincia,13,4933,12597
2025-10-28,Nocturna,Provincia,14,1913,12597
2025-10-28,Nocturna,Provincia,15,3165,12597
2025-10-28,Nocturna,Provincia,16,7224,12597
2025-10-28,Nocturna,Provincia,17,3516,12597
2025-10-28,Nocturna,Provincia,18,5325,12597
2025-10-28,Nocturna,Provincia,19,9631,12597
2025-10-28,Nocturna,Provincia,20,9011,12597
2025-10-29,Nocturna,Provincia,1,6052,12598
2025-10-29,Nocturna,Provincia,2,7071,12598
2025-10-29,Nocturna,Provincia,3,9453,12598
2025-10-29,Nocturna,Provincia,4,2472,12598
2025-10-29,Nocturna,Provincia,5,1460,12598
2025-10-29,Nocturna,Provincia,6,0152,12598
2025-10-29,Nocturna,Provincia,7,2261,12598
2025-10-29,Nocturna,Provincia,8,0743,12598
2025-10-29,Nocturna,Provincia,9,1522,12598
2025-10-29,Nocturna,Provincia,10,4636,12598
2025-10-29,Nocturna,Provincia,11,0406,12598
2025-10-29,Nocturna,Provincia,12,9640,12598
2025-10-29,Nocturna,Provincia,13,7253,12598
2025-10-29,Nocturna,Provincia,14,8922,12598
2025-10-29,Nocturna,Provincia,15,2329,12598
2025-10-29,Nocturna,Provincia,16,9143,12598
2025-10-29,Nocturna,Provincia,17,6734,12598
2025-10-29,Nocturna,Provincia,18,2388,12598
2025-10-29,Nocturna,Provincia,19,1661,12598
2025-10-29,Nocturna,Provincia,20,5359,12598
2025-10-30,Nocturna,Provincia,1,0639,12599
2025-10-30,Nocturna,Provincia,2,8479,12599
2025-10-30,Nocturna,Provincia,3,2371,12599
2025-10-30,Nocturna,Provincia,4,9851,12599
2025-10-30,Nocturna,Provincia,5,0221,12599
2025-10-30,Nocturna,Provincia,6,0810,12599
2025-10-30,Nocturna,Provincia,7,8768,12599
2025-10-30,Nocturna,Provincia,8,9210,12599
2025-10-30,Nocturna,Provincia,9,0110,12599
2025-10-30,Nocturna,Provincia,10,2730,12599
2025-10-30,Nocturna,Provincia,11,5770,12599
2025-10-30,Nocturna,Provincia,12,4231,12599
2025-10-30,Nocturna,Provincia,13,2610,12599
2025-10-30,Nocturna,Provincia,14,7683,12599
2025-10-30,Nocturna,Provincia,15,9858,12599
2025-10-30,Nocturna,Provincia,16,4485,12599
2025-10-30,Nocturna,Provincia,17,2696,12599
2025-10-30,Nocturna,Provincia,18,7009,12599
2025-10-30,Nocturna,Provincia,19,7429,12599
2025-10-30,Nocturna,Provincia,20,3143,12599
2025-10-31,Nocturna,Provincia,1,0979,12600
2025-10-31,Nocturna,Provincia,2,1707,12600
2025-10-31,Nocturna,Provincia,3,2156,12600
2025-10-31,Nocturna,Provincia,4,5525,12600
2025-10-31,Nocturna,Provincia,5,1872,12600
2025-10-31,Nocturna,Provincia,6,6837,12600
2025-10-31,Nocturna,Provincia,7,0579,12600
2025-10-31,Nocturna,Provincia,8,6463,12600
2025-10-31,Nocturna,Provincia,9,1576,12600
2025-10-31,Nocturna,Provincia,10,4670,12600
2025-10-31,Nocturna,Provincia,11,4276,12600
2025-10-31,Nocturna,Provincia,12,5072,12600
2025-10-31,Nocturna,Provincia,13,1372,12600
2025-10-31,Nocturna,Provincia,14,0439,12600
2025-10-31,Nocturna,Provincia,15,8344,12600
2025-10-31,Nocturna,Provincia,16,9278,12600
2025-10-31,Nocturna,Provincia,17,1788,12600
2025-10-31,Nocturna,Provincia,18,1732,12600
2025-10-31,Nocturna,Provincia,19,7893,12600
2025-10-31,Nocturna,Provincia,20,9108,12600
2025-11-01,Nocturna,Provincia,1,3866,12601
2025-11-01,Nocturna,Provincia,2,0712,12601
2025-11-01,Nocturna,Provincia,3,7789,12601
2025-11-01,Nocturna,Provincia,4,5628,12601
2025-11-01,Nocturna,Provincia,5,9973,12601
2025-11-01,Nocturna,Provincia,6,9402,12601
2025-11-01,Nocturna,Provincia,7,3736,12601
2025-11-01,Nocturna,Provincia,8,7304,12601
2025-11-01,Nocturna,Provincia,9,7901,12601
2025-11-01,Nocturna,Provincia,10,3309,12601
2025-11-01,Nocturna,Provincia,11,8145,12601
2025-11-01,Nocturna,Provincia,12,9714,12601
2025-11-01,Nocturna,Provincia,13,4761,12601
2025-11-01,Nocturna,Provincia,14,0922,12601
2025-11-01,Nocturna,Provincia,15,0149,12601
2025-11-01,Nocturna,Provincia,16,0706,12601
2025-11-01,Nocturna,Provincia,17,1041,12601
2025-11-01,Nocturna,Provincia,18,1912,12601
2025-11-01,Nocturna,Provincia,19,7687,12601
2025-11-01,Nocturna,Provincia,20,6828,12601
2025-11-03,Nocturna,Provincia,1,8384,12602
2025-11-03,Nocturna,Provincia,2,1715,12602
2025-11-03,Nocturna,Provincia,3,7223,12602
2025-11-03,Nocturna,Provincia,4,1283,12602
2025-11-03,Nocturna,Provincia,5,1436,12602
2025-11-03,Nocturna,Provincia,6,3089,12602
2025-11-03,Nocturna,Provincia,7,8457,12602
2025-11-03,Nocturna,Provincia,8,2507,12602
2025-11-03,Nocturna,Provincia,9,0492,12602
2025-11-03,Nocturna,Provincia,10,5359,12602
2025-11-03,Nocturna,Provincia,11,1833,12602
2025-11-03,Nocturna,Provincia,12,8683,12602
2025-11-03,Nocturna,Provincia,13,7834,12602
2025-11-03,Nocturna,Provincia,14,0192,12602
2025-11-03,Nocturna,Provincia,15,3076,12602
2025-11-03,Nocturna,Provincia,16,4759,12602
2025-11-03,Nocturna,Provincia,17,3037,12602
2025-11-03,Nocturna,Provincia,18,3120,12602
2025-11-03,Nocturna,Provincia,19,0094,12602
2025-11-03,Nocturna,Provincia,20,7354,12602
2025-11-04,Nocturna,Provincia,1,7488,12603
2025-11-04,Nocturna,Provincia,2,9099,12603
2025-11-04,Nocturna,Provincia,3,9058,12603
2025-11-04,Nocturna,Provincia,4,0324,12603
2025-11-04,Nocturna,Provincia,5,8364,12603
2025-11-04,Nocturna,Provincia,6,7360,12603
2025-11-04,Nocturna,Provincia,7,6743,12603
2025-11-04,Nocturna,Provincia,8,9478,12603
2025-11-04,Nocturna,Provincia,9,4262,12603
2025-11-04,Nocturna,Provincia,10,2221,12603
2025-11-04,Nocturna,Provincia,11,8877,12603
2025-11-04,Nocturna,Provincia,12,8805,12603
2025-11-04,Nocturna,Provincia,13,2609,12603
2025-11-04,Nocturna,Provincia,14,5735,12603
2025-11-04,Nocturna,Provincia,15,7523,12603
2025-11-04,Nocturna,Provincia,16,3468,12603
2025-11-04,Nocturna,Provincia,17,5551,12603
2025-11-04,Nocturna,Provincia,18,4237,12603
2025-11-04,Nocturna,Provincia,19,2701,12603
2025-11-04,Nocturna,Provincia,20,5678,12603
2025-11-05,Nocturna,Provincia,1,2770,12604
2025-11-05,Nocturna,Provincia,2,9008,12604
2025-11-05,Nocturna,Provincia,3,4668,12604
2025-11-05,Nocturna,Provincia,4,7929,12604
2025-11-05,Nocturna,Provincia,5,5606,12604
2025-11-05,Nocturna,Provincia,6,1255,12604
2025-11-05,Nocturna,Provincia,7,1761,12604
2025-11-05,Nocturna,Provincia,8,1461,12604
2025-11-05,Nocturna,Provincia,9,7559,12604
2025-11-05,Nocturna,Provincia,10,6015,12604
2025-11-05,Nocturna,Provincia,11,6320,12604
2025-11-05,Nocturna,Provincia,12,8231,12604
2025-11-05,Nocturna,Provincia,13,8652,12604
2025-11-05,Nocturna,Provincia,14,9039,12604
2025-11-05,Nocturna,Provincia,15,7787,12604
2025-11-05,Nocturna,Provincia,16,4876,12604
2025-11-05,Nocturna,Provincia,17,5540,12604
2025-11-05,Nocturna,Provincia,18,9556,12604
2025-11-05,Nocturna,Provincia,19,3819,12604
2025-11-05,Nocturna,Provincia,20,3871,12604
2025-11-06,Nocturna,Provincia,1,4368,12605
2025-11-06,Nocturna,Provincia,2,4265,12605
2025-11-06,Nocturna,Provincia,3,1203,12605
2025-11-06,Nocturna,Provincia,4,5797,12605
2025-11-06,Nocturna,Provincia,5,9123,12605
2025-11-06,Nocturna,Provincia,6,0703,12605
2025-11-06,Nocturna,Provincia,7,5376,12605
2025-11-06,Nocturna,Provincia,8,3658,12605
2025-11-06,Nocturna,Provincia,9,4368,12605
2025-11-06,Nocturna,Provincia,10,6721,12605
2025-11-06,Nocturna,Provincia,11,5041,12605
2025-11-06,Nocturna,Provincia,12,7764,12605
2025-11-06,Nocturna,Provincia,13,9564,12605
2025-11-06,Nocturna,Provincia,14,2810,12605
2025-11-06,Nocturna,Provincia,15,9349,12605
2025-11-06,Nocturna,Provincia,16,7447,12605
2025-11-06,Nocturna,Provincia,17,7973,12605
2025-11-06,Nocturna,Provincia,18,4278,12605
2025-11-06,Nocturna,Provincia,19,2012,12605
2025-11-06,Nocturna,Provincia,20,4062,12605
2025-11-07,Nocturna,Provincia,1,5759,12606
2025-11-07,Nocturna,Provincia,2,4879,12606
2025-11-07,Nocturna,Provincia,3,0414,12606
2025-11-07,Nocturna,Provincia,4,5079,12606
2025-11-07,Nocturna,Provincia,5,2676,12606
2025-11-07,Nocturna,Provincia,6,7679,12606
2025-11-07,Nocturna,Provincia,7,1167,12606
2025-11-07,Nocturna,Provincia,8,1162,12606
2025-11-07,Nocturna,Provincia,9,8547,12606
2025-11-07,Nocturna,Provincia,10,8801,12606
2025-11-07,Nocturna,Provincia,11,7227,12606
2025-11-07,Nocturna,Provincia,12,7642,12606
2025-11-07,Nocturna,Provincia,13,8043,12606
2025-11-07,Nocturna,Provincia,14,6500,12606
2025-11-07,Nocturna,Provincia,15,7157,12606
2025-11-07,Nocturna,Provincia,16,4289,12606
2025-11-07,Nocturna,Provincia,17,6852,12606
2025-11-07,Nocturna,Provincia,18,7521,12606
2025-11-07,Nocturna,Provincia,19,6243,12606
2025-11-07,Nocturna,Provincia,20,0170,12606
2025-11-08,Nocturna,Provincia,1,0004,12607
2025-11-08,Nocturna,Provincia,2,8468,12607
2025-11-08,Nocturna,Provincia,3,2835,12607
2025-11-08,Nocturna,Provincia,4,3222,12607
2025-11-08,Nocturna,Provincia,5,2423,12607
2025-11-08,Nocturna,Provincia,6,6872,12607
2025-11-08,Nocturna,Provincia,7,1794,12607
2025-11-08,Nocturna,Provincia,8,0055,12607
2025-11-08,Nocturna,Provincia,9,4537,12607
2025-11-08,Nocturna,Provincia,10,3786,12607
2025-11-08,Nocturna,Provincia,11,3641,12607
2025-11-08,Nocturna,Provincia,12,2584,12607
2025-11-08,Nocturna,Provincia,13,6879,12607
2025-11-08,Nocturna,Provincia,14,1664,12607
2025-11-08,Nocturna,Provincia,15,4044,12607
2025-11-08,Nocturna,Provincia,16,2298,12607
2025-11-08,Nocturna,Provincia,17,3046,12607
2025-11-08,Nocturna,Provincia,18,0606,12607
2025-11-08,Nocturna,Provincia,19,4634,12607
2025-11-08,Nocturna,Provincia,20,2269,12607
2025-11-10,Nocturna,Provincia,1,4941,12608
2025-11-10,Nocturna,Provincia,2,4744,12608
2025-11-10,Nocturna,Provincia,3,7471,12608
2025-11-10,Nocturna,Provincia,4,2257,12608
2025-11-10,Nocturna,Provincia,5,5602,12608
2025-11-10,Nocturna,Provincia,6,6662,12608
2025-11-10,Nocturna,Provincia,7,0820,12608
2025-11-10,Nocturna,Provincia,8,9015,12608
2025-11-10,Nocturna,Provincia,9,0029,12608
2025-11-10,Nocturna,Provincia,10,8640,12608
2025-11-10,Nocturna,Provincia,11,5824,12608
2025-11-10,Nocturna,Provincia,12,6950,12608
2025-11-10,Nocturna,Provincia,13,3748,12608
2025-11-10,Nocturna,Provincia,14,5231,12608
2025-11-10,Nocturna,Provincia,15,5647,12608
2025-11-10,Nocturna,Provincia,16,2839,12608
2025-11-10,Nocturna,Provincia,17,2615,12608
2025-11-10,Nocturna,Provincia,18,8076,12608
2025-11-10,Nocturna,Provincia,19,1139,12608
2025-11-10,Nocturna,Provincia,20,9122,12608
2025-11-11,Nocturna,Provincia,1,4892,12609
2025-11-11,Nocturna,Provincia,2,0527,12609
2025-11-11,Nocturna,Provincia,3,9220,12609
2025-11-11,Nocturna,Provincia,4,7809,12609
2025-11-11,Nocturna,Provincia,5,8357,12609
2025-11-11,Nocturna,Provincia,6,1629,12609
2025-11-11,Nocturna,Provincia,7,3546,12609
2025-11-11,Nocturna,Provincia,8,8821,12609
2025-11-11,Nocturna,Provincia,9,1770,12609
2025-11-11,Nocturna,Provincia,10,3088,12609
2025-11-11,Nocturna,Provincia,11,3163,12609
2025-11-11,Nocturna,Provincia,12,8776,12609
2025-11-11,Nocturna,Provincia,13,7618,12609
2025-11-11,Nocturna,Provincia,14,8568,12609
2025-11-11,Nocturna,Provincia,15,6103,12609
2025-11-11,Nocturna,Provincia,16,6106,12609
2025-11-11,Nocturna,Provincia,17,0546,12609
2025-11-11,Nocturna,Provincia,18,7265,12609
2025-11-11,Nocturna,Provincia,19,2746,12609
2025-11-11,Nocturna,Provincia,20,6806,12609
2025-11-12,Nocturna,Provincia,1,7267,12610
2025-11-12,Nocturna,Provincia,2,9845,12610
2025-11-12,Nocturna,Provincia,3,3401,12610
2025-11-12,Nocturna,Provincia,4,2479,12610
2025-11-12,Nocturna,Provincia,5,8953,12610
2025-11-12,Nocturna,Provincia,6,2003,12610
2025-11-12,Nocturna,Provincia,7,6473,12610
2025-11-12,Nocturna,Provincia,8,2087,12610
2025-11-12,Nocturna,Provincia,9,3690,12610
2025-11-12,Nocturna,Provincia,10,7412,12610
2025-11-12,Nocturna,Provincia,11,3629,12610
2025-11-12,Nocturna,Provincia,12,7030,12610
2025-11-12,Nocturna,Provincia,13,2147,12610
2025-11-12,Nocturna,Provincia,14,2238,12610
2025-11-12,Nocturna,Provincia,15,4052,12610
2025-11-12,Nocturna,Provincia,16,3401,12610
2025-11-12,Nocturna,Provincia,17,2853,12610
2025-11-12,Nocturna,Provincia,18,9568,12610
2025-11-12,Nocturna,Provincia,19,5238,12610
2025-11-12,Nocturna,Provincia,20,3828,12610
2025-11-13,Nocturna,Provincia,1,8449,12611
2025-11-13,Nocturna,Provincia,2,7939,12611
2025-11-13,Nocturna,Provincia,3,6971,12611
2025-11-13,Nocturna,Provincia,4,8941,12611
2025-11-13,Nocturna,Provincia,5,5529,12611
2025-11-13,Nocturna,Provincia,6,3990,12611
2025-11-13,Nocturna,Provincia,7,7126,12611
2025-11-13,Nocturna,Provincia,8,1234,12611
2025-11-13,Nocturna,Provincia,9,8259,12611
2025-11-13,Nocturna,Provincia,10,4831,12611
2025-11-13,Nocturna,Provincia,11,3327,12611
2025-11-13,Nocturna,Provincia,12,7347,12611
2025-11-13,Nocturna,Provincia,13,4803,12611
2025-11-13,Nocturna,Provincia,14,2475,12611
2025-11-13,Nocturna,Provincia,15,5041,12611
2025-11-13,Nocturna,Provincia,16,6521,12611
2025-11-13,Nocturna,Provincia,17,7400,12611
2025-11-13,Nocturna,Provincia,18,3440,12611
2025-11-13,Nocturna,Provincia,19,4674,12611
2025-11-13,Nocturna,Provincia,20,5917,12611
2025-11-14,Nocturna,Provincia,1,3113,12612
2025-11-14,Nocturna,Provincia,2,4612,12612
2025-11-14,Nocturna,Provincia,3,6148,12612
2025-11-14,Nocturna,Provincia,4,8800,12612
2025-11-14,Nocturna,Provincia,5,1102,12612
2025-11-14,Nocturna,Provincia,6,7803,12612
2025-11-14,Nocturna,Provincia,7,5613,12612
2025-11-14,Nocturna,Provincia,8,7114,12612
2025-11-14,Nocturna,Provincia,9,1704,12612
2025-11-14,Nocturna,Provincia,10,6386,12612
2025-11-14,Nocturna,Provincia,11,4673,12612
2025-11-14,Nocturna,Provincia,12,7477,12612
2025-11-14,Nocturna,Provincia,13,8892,12612
2025-11-14,Nocturna,Provincia,14,7341,12612
2025-11-14,Nocturna,Provincia,15,2545,12612
2025-11-14,Nocturna,Provincia,16,9617,12612
2025-11-14,Nocturna,Provincia,17,5645,12612
2025-11-14,Nocturna,Provincia,18,8023,12612
2025-11-14,Nocturna,Provincia,19,8529,12612
2025-11-14,Nocturna,Provincia,20,4955,12612
2025-11-15,Nocturna,Provincia,1,8009,12613
2025-11-15,Nocturna,Provincia,2,3013,12613
2025-11-15,Nocturna,Provincia,3,8881,12613
2025-11-15,Nocturna,Provincia,4,8452,12613
2025-11-15,Nocturna,Provincia,5,2408,12613
2025-11-15,Nocturna,Provincia,6,5906,12613
2025-11-15,Nocturna,Provincia,7,5798,12613
2025-11-15,Nocturna,Provincia,8,5178,12613
2025-11-15,Nocturna,Provincia,9,8096,12613
2025-11-15,Nocturna,Provincia,10,3578,12613
2025-11-15,Nocturna,Provincia,11,0467,12613
2025-11-15,Nocturna,Provincia,12,7970,12613
2025-11-15,Nocturna,Provincia,13,1754,12613
2025-11-15,Nocturna,Provincia,14,8432,12613
2025-11-15,Nocturna,Provincia,15,5942,12613
2025-11-15,Nocturna,Provincia,16,1371,12613
2025-11-15,Nocturna,Provincia,17,2285,12613
2025-11-15,Nocturna,Provincia,18,6269,12613
2025-11-15,Nocturna,Provincia,19,1478,12613
2025-11-15,Nocturna,Provincia,20,5398,12613
2025-11-17,Nocturna,Provincia,1,7671,12614
2025-11-17,Nocturna,Provincia,2,9926,12614
2025-11-17,Nocturna,Provincia,3,3135,12614
2025-11-17,Nocturna,Provincia,4,9181,12614
2025-11-17,Nocturna,Provincia,5,9419,12614
2025-11-17,Nocturna,Provincia,6,3384,12614
2025-11-17,Nocturna,Provincia,7,7530,12614
2025-11-17,Nocturna,Provincia,8,3878,12614
2025-11-17,Nocturna,Provincia,9,3093,12614
2025-11-17,Nocturna,Provincia,10,5893,12614
2025-11-17,Nocturna,Provincia,11,0703,12614
2025-11-17,Nocturna,Provincia,12,7831,12614
2025-11-17,Nocturna,Provincia,13,9104,12614
2025-11-17,Nocturna,Provincia,14,2169,12614
2025-11-17,Nocturna,Provincia,15,0953,12614
2025-11-17,Nocturna,Provincia,16,5850,12614
2025-11-17,Nocturna,Provincia,17,6073,12614
2025-11-17,Nocturna,Provincia,18,7916,12614
2025-11-17,Nocturna,Provincia,19,9500,12614
2025-11-17,Nocturna,Provincia,20,8492,12614
2025-11-18,Nocturna,Provincia,1,3549,12615
2025-11-18,Nocturna,Provincia,2,6360,12615
2025-11-18,Nocturna,Provincia,3,0759,12615
2025-11-18,Nocturna,Provincia,4,5038,12615
2025-11-18,Nocturna,Provincia,5,8456,12615
2025-11-18,Nocturna,Provincia,6,6198,12615
2025-11-18,Nocturna,Provincia,7,9196,12615
2025-11-18,Nocturna,Provincia,8,4727,12615
2025-11-18,Nocturna,Provincia,9,1472,12615
2025-11-18,Nocturna,Provincia,10,7798,12615
2025-11-18,Nocturna,Provincia,11,0795,12615
2025-11-18,Nocturna,Provincia,12,9655,12615
2025-11-18,Nocturna,Provincia,13,5225,12615
2025-11-18,Nocturna,Provincia,14,4290,12615
2025-11-18,Nocturna,Provincia,15,9878,12615
2025-11-18,Nocturna,Provincia,16,8544,12615
2025-11-18,Nocturna,Provincia,17,1912,12615
2025-11-18,Nocturna,Provincia,18,0029,12615
2025-11-18,Nocturna,Provincia,19,4769,12615
2025-11-18,Nocturna,Provincia,20,1509,12615
2025-11-19,Nocturna,Provincia,1,4367,12616
2025-11-19,Nocturna,Provincia,2,4054,12616
2025-11-19,Nocturna,Provincia,3,8020,12616
2025-11-19,Nocturna,Provincia,4,1722,12616
2025-11-19,Nocturna,Provincia,5,5632,12616
2025-11-19,Nocturna,Provincia,6,9871,12616
2025-11-19,Nocturna,Provincia,7,2964,12616
2025-11-19,Nocturna,Provincia,8,2199,12616
2025-11-19,Nocturna,Provincia,9,3585,12616
2025-11-19,Nocturna,Provincia,10,4558,12616
2025-11-19,Nocturna,Provincia,11,8438,12616
2025-11-19,Nocturna,Provincia,12,5817,12616
2025-11-19,Nocturna,Provincia,13,9537,12616
2025-11-19,Nocturna,Provincia,14,7652,12616
2025-11-19,Nocturna,Provincia,15,2825,12616
2025-11-19,Nocturna,Provincia,16,9751,12616
2025-11-19,Nocturna,Provincia,17,4893,12616
2025-11-19,Nocturna,Provincia,18,3534,12616
2025-11-19,Nocturna,Provincia,19,4008,12616
2025-11-19,Nocturna,Provincia,20,4126,12616
2025-11-20,Nocturna,Provincia,1,8053,12617
2025-11-20,Nocturna,Provincia,2,0910,12617
2025-11-20,Nocturna,Provincia,3,3113,12617
2025-11-20,Nocturna,Provincia,4,2900,12617
2025-11-20,Nocturna,Provincia,5,4267,12617
2025-11-20,Nocturna,Provincia,6,8100,12617
2025-11-20,Nocturna,Provincia,7,7631,12617
2025-11-20,Nocturna,Provincia,8,8045,12617
2025-11-20,Nocturna,Provincia,9,2650,12617
2025-11-20,Nocturna,Provincia,10,2891,12617
2025-11-20,Nocturna,Provincia,11,4531,12617
2025-11-20,Nocturna,Provincia,12,3785,12617
2025-11-20,Nocturna,Provincia,13,3710,12617
2025-11-20,Nocturna,Provincia,14,3878,12617
2025-11-20,Nocturna,Provincia,15,9731,12617
2025-11-20,Nocturna,Provincia,16,5199,12617
2025-11-20,Nocturna,Provincia,17,8313,12617
2025-11-20,Nocturna,Provincia,18,2014,12617
2025-11-20,Nocturna,Provincia,19,4086,12617
2025-11-20,Nocturna,Provincia,20,3918,12617
2025-11-21,Nocturna,Provincia,1,8706,12618
2025-11-21,Nocturna,Provincia,2,8056,12618
2025-11-21,Nocturna,Provincia,3,9551,12618
2025-11-21,Nocturna,Provincia,4,3014,12618
2025-11-21,Nocturna,Provincia,5,2206,12618
2025-11-21,Nocturna,Provincia,6,6651,12618
2025-11-21,Nocturna,Provincia,7,9381,12618
2025-11-21,Nocturna,Provincia,8,1274,12618
2025-11-21,Nocturna,Provincia,9,5253,12618
2025-11-21,Nocturna,Provincia,10,1979,12618
2025-11-21,Nocturna,Provincia,11,5101,12618
2025-11-21,Nocturna,Provincia,12,3379,12618
2025-11-21,Nocturna,Provincia,13,9772,12618
2025-11-21,Nocturna,Provincia,14,6226,12618
2025-11-21,Nocturna,Provincia,15,1212,12618
2025-11-21,Nocturna,Provincia,16,8822,12618
2025-11-21,Nocturna,Provincia,17,7225,12618
2025-11-21,Nocturna,Provincia,18,6351,12618
2025-11-21,Nocturna,Provincia,19,6430,12618
2025-11-21,Nocturna,Provincia,20,4664,12618
2025-11-22,Nocturna,Provincia,1,0736,12619
2025-11-22,Nocturna,Provincia,2,7371,12619
2025-11-22,Nocturna,Provincia,3,4162,12619
2025-11-22,Nocturna,Provincia,4,2394,12619
2025-11-22,Nocturna,Provincia,5,8684,12619
2025-11-22,Nocturna,Provincia,6,5929,12619
2025-11-22,Nocturna,Provincia,7,5688,12619
2025-11-22,Nocturna,Provincia,8,9570,12619
2025-11-22,Nocturna,Provincia,9,3828,12619
2025-11-22,Nocturna,Provincia,10,9464,12619
2025-11-22,Nocturna,Provincia,11,1670,12619
2025-11-22,Nocturna,Provincia,12,2964,12619
2025-11-22,Nocturna,Provincia,13,4191,12619
2025-11-22,Nocturna,Provincia,14,1902,12619
2025-11-22,Nocturna,Provincia,15,3312,12619
2025-11-22,Nocturna,Provincia,16,6018,12619
2025-11-22,Nocturna,Provincia,17,4809,12619
2025-11-22,Nocturna,Provincia,18,2059,12619
2025-11-22,Nocturna,Provincia,19,3305,12619
2025-11-22,Nocturna,Provincia,20,2250,12619
2025-11-24,Nocturna,Provincia,1,9168,12620
2025-11-24,Nocturna,Provincia,2,5645,12620
2025-11-24,Nocturna,Provincia,3,3010,12620
2025-11-24,Nocturna,Provincia,4,0557,12620
